source,term_name,term_id,highlighted,adjusted_p_value,negative_log10_of_adjusted_p_value,term_size,query_size,intersection_size,intersection_query_percent,effective_domain_size,intersections
TF,Factor: CPBP; motif: SNCCCNN; match class: 1,TF:M01822_1,FALSE,0.002146767,2.668215075,19985,144,144,100,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000021520,ENSMUSG00000027438,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000029761,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: Sp1; motif: NNGGGGCGGGGNN,TF:M00932,FALSE,0.002231873,2.651330499,8969,144,87,60.41666667,21908,"ENSMUSG00000061306,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000002580,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000039183,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000084786,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000054728,ENSMUSG00000032399,ENSMUSG00000030000,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: SP2; motif: GNNGGGGGCGGGGSN; match class: 1,TF:M03807_1,FALSE,0.002348393,2.629229314,2965,144,41,28.47222222,21908,"ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000024219,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000084883,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000031818,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000000915,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000026918,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: KLF3; motif: NNNNNNGGGCGGGGCNNGN,TF:M10278,FALSE,0.004227495,2.373916895,7353,144,75,52.08333333,21908,"ENSMUSG00000061306,ENSMUSG00000024608,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000034902,ENSMUSG00000024219,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000000915,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: MOVO-B; motif: GNGGGGG; match class: 1,TF:M01104_1,FALSE,0.004996513,2.301333018,3282,144,43,29.86111111,21908,"ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000000088,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000051853,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000024743,ENSMUSG00000043557,ENSMUSG00000033066,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000053617,ENSMUSG00000089715,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000040785"
TF,Factor: E2F-1; motif: GNGGGCGGGRMN; match class: 1,TF:M10209_1,FALSE,0.005240537,2.280624236,10661,144,97,67.36111111,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000098274,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: CTCF; motif: NAGGGGGCGCNNKNNNN,TF:M08995,FALSE,0.005495161,2.260019599,14383,144,119,82.63888889,21908,"ENSMUSG00000031897,ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000038628,ENSMUSG00000044627,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000002395,ENSMUSG00000028447,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000037754,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000028700,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000028677,ENSMUSG00000033066,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000053395,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000008682,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000079598,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: PEA3; motif: RCCGGAAGYN,TF:M01991,FALSE,0.008887308,2.051229782,9988,144,92,63.88888889,21908,"ENSMUSG00000031897,ENSMUSG00000061306,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000002395,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000018411,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000021520,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000026087,ENSMUSG00000003429,ENSMUSG00000073616,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000021061,ENSMUSG00000008036,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000074748,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000025241,ENSMUSG00000106918,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000079283,ENSMUSG00000074129,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000008668,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000049517,ENSMUSG00000053395,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000053617,ENSMUSG00000073436,ENSMUSG00000079435,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000029614,ENSMUSG00000042462,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000084786,ENSMUSG00000061477,ENSMUSG00000041841,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000008682,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000067847,ENSMUSG00000028998,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000062580,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000036698,ENSMUSG00000032399,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040952,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: E2F-1; motif: NTTSGCGG,TF:M00430,FALSE,0.013230576,1.878421234,7001,144,71,49.30555556,21908,"ENSMUSG00000061306,ENSMUSG00000001323,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000002395,ENSMUSG00000025508,ENSMUSG00000030729,ENSMUSG00000021520,ENSMUSG00000050708,ENSMUSG00000037805,ENSMUSG00000038366,ENSMUSG00000032171,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000052928,ENSMUSG00000098274,ENSMUSG00000071644,ENSMUSG00000041881,ENSMUSG00000074748,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000034613,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000074129,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000022390,ENSMUSG00000026123,ENSMUSG00000031818,ENSMUSG00000008668,ENSMUSG00000049517,ENSMUSG00000047013,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000079435,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000003072,ENSMUSG00000061477,ENSMUSG00000020440,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000015709,ENSMUSG00000067847,ENSMUSG00000014294,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000026275,ENSMUSG00000045128,ENSMUSG00000011589,ENSMUSG00000042901,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: E2F-4; motif: NGGGGGCGGGRMNN,TF:M10211,FALSE,0.013895887,1.857113733,7010,144,71,49.30555556,21908,"ENSMUSG00000021303,ENSMUSG00000061306,ENSMUSG00000028411,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000034902,ENSMUSG00000024219,ENSMUSG00000034485,ENSMUSG00000000088,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000032060,ENSMUSG00000003429,ENSMUSG00000039183,ENSMUSG00000060803,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000106918,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000006435,ENSMUSG00000059734,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000022390,ENSMUSG00000024018,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000063063,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000020658,ENSMUSG00000000915,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000028998,ENSMUSG00000014294,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000032399,ENSMUSG00000026918,ENSMUSG00000045128,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
TF,Factor: AP-2alpha; motif: NGCCYSNNGSN,TF:M01857,FALSE,0.014560756,1.836816089,6199,144,65,45.13888889,21908,"ENSMUSG00000021303,ENSMUSG00000059713,ENSMUSG00000038437,ENSMUSG00000034485,ENSMUSG00000028447,ENSMUSG00000036180,ENSMUSG00000022205,ENSMUSG00000050708,ENSMUSG00000032171,ENSMUSG00000038453,ENSMUSG00000000823,ENSMUSG00000084883,ENSMUSG00000073616,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000024654,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000025144,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000087260,ENSMUSG00000006435,ENSMUSG00000067629,ENSMUSG00000031818,ENSMUSG00000032788,ENSMUSG00000047013,ENSMUSG00000031819,ENSMUSG00000025290,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000073436,ENSMUSG00000006575,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000042462,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000061477,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000062691,ENSMUSG00000033020,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000036698,ENSMUSG00000062328,ENSMUSG00000026275,ENSMUSG00000030000,ENSMUSG00000031029,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000040785"
TF,Factor: Pax-5; motif: RRMSWGANWYCTNRAGCGKRACSRYNSM; match class: 1,TF:M00144_1,FALSE,0.014871472,1.827646054,5539,144,60,41.66666667,21908,"ENSMUSG00000061306,ENSMUSG00000047675,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000028447,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000002580,ENSMUSG00000037805,ENSMUSG00000032171,ENSMUSG00000070493,ENSMUSG00000000823,ENSMUSG00000038717,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000003429,ENSMUSG00000073616,ENSMUSG00000052928,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000062006,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000030172,ENSMUSG00000034613,ENSMUSG00000031508,ENSMUSG00000025144,ENSMUSG00000079283,ENSMUSG00000022390,ENSMUSG00000031818,ENSMUSG00000024018,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000006575,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000029614,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000003072,ENSMUSG00000020440,ENSMUSG00000062691,ENSMUSG00000015709,ENSMUSG00000033020,ENSMUSG00000014294,ENSMUSG00000029632,ENSMUSG00000022389,ENSMUSG00000039850,ENSMUSG00000062328,ENSMUSG00000032399,ENSMUSG00000030000,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000077450,ENSMUSG00000032479"
TF,Factor: E2F-3; motif: GGCGGGN; match class: 1,TF:M02089_1,FALSE,0.017972781,1.745384706,6919,144,70,48.61111111,21908,"ENSMUSG00000061306,ENSMUSG00000059713,ENSMUSG00000001323,ENSMUSG00000047675,ENSMUSG00000034902,ENSMUSG00000038437,ENSMUSG00000024219,ENSMUSG00000000088,ENSMUSG00000025508,ENSMUSG00000036180,ENSMUSG00000030729,ENSMUSG00000022205,ENSMUSG00000038366,ENSMUSG00000038453,ENSMUSG00000018567,ENSMUSG00000084883,ENSMUSG00000039183,ENSMUSG00000063632,ENSMUSG00000051853,ENSMUSG00000021061,ENSMUSG00000018547,ENSMUSG00000021143,ENSMUSG00000024743,ENSMUSG00000041881,ENSMUSG00000030172,ENSMUSG00000043557,ENSMUSG00000054455,ENSMUSG00000031508,ENSMUSG00000025025,ENSMUSG00000067288,ENSMUSG00000033066,ENSMUSG00000079283,ENSMUSG00000006435,ENSMUSG00000054428,ENSMUSG00000067629,ENSMUSG00000031818,ENSMUSG00000032788,ENSMUSG00000032890,ENSMUSG00000047013,ENSMUSG00000039195,ENSMUSG00000031819,ENSMUSG00000037499,ENSMUSG00000053617,ENSMUSG00000063063,ENSMUSG00000027890,ENSMUSG00000022770,ENSMUSG00000089715,ENSMUSG00000021557,ENSMUSG00000020658,ENSMUSG00000001211,ENSMUSG00000000915,ENSMUSG00000084786,ENSMUSG00000020440,ENSMUSG00000038127,ENSMUSG00000019066,ENSMUSG00000037742,ENSMUSG00000070738,ENSMUSG00000015709,ENSMUSG00000079598,ENSMUSG00000022389,ENSMUSG00000038020,ENSMUSG00000036698,ENSMUSG00000032399,ENSMUSG00000026918,ENSMUSG00000040356,ENSMUSG00000042901,ENSMUSG00000040785,ENSMUSG00000077450,ENSMUSG00000009073,ENSMUSG00000032479"
